name,latitude,longitude
2414,-12.26878579,134.6804236
2415,-12.27193666,134.6798651
2416,-12.2882679,134.6676817
2417,-12.2882237,134.6676878
2418,-12.17336096,134.5807019
2419,-12.1705781,134.5805777
2420,-12.16875001,134.5798441
2421,-12.16819529,134.5782953
2422,-12.16956583,134.5760135
2423,-12.17198586,134.5744632
2424,-12.17327224,134.5732724
2425,-12.1732822,134.573289
2426,-12.17703941,134.5729904
2427,-12.17851723,134.5723664
2428,-12.18059428,134.5733127
2429,-12.18057049,134.5733929
2430,-12.1805511,134.5734372
2431,-12.17988582,134.5756664
2432,-12.17907096,134.5766597
2433,-12.17931088,134.5793817
2434,-12.18137561,134.5797586
2435,-12.18654499,134.5822266
2436,-12.18655247,134.5822628
2437,-12.18732403,134.5836869
2438,-12.18787249,134.5842705
2439,-12.18890723,134.5845348
2440,-12.1899188,134.584782
2441,-12.19039796,134.5848421
2442,-12.19125096,134.5842178
2443,-12.19156305,134.5807657
2444,-12.18892985,134.5789895
2445,-12.18890964,134.5789896
2446,-12.18626834,134.5746001
2447,-12.18547523,134.5727476
2448,-12.18574935,134.5689699
2449,-12.18652734,134.5659287
2450,-12.18695103,134.5634282
2451,-12.18478704,134.5600783
2452,-12.18417148,134.5598638
2453,-12.18310784,134.5602739
2454,-12.18171683,134.5631197
2455,-12.18051405,134.5642552
2456,-12.1804864,134.5642848
2457,-12.18047258,134.5643004
2458,-12.17776474,134.5636685
2459,-12.17757341,134.562723
2460,-12.17861302,134.5598329
2461,-12.17862138,134.559814
2462,-12.17863216,134.5597953
2463,-12.17903676,134.5593955
2464,-12.18063055,134.548532
2465,-12.1826624,134.5490078
2466,-12.18041566,134.5551559
2467,-12.1810221,134.5561622
2468,-12.1824548,134.556325
